step,a_t,norm_r_t,norm_delta_t,backbone_frac,a_dot,r_dot,update_cos_vb,update_abs_cos_vb,probe_ood_acc,probe_in_acc,val_loss,train_loss
2300,114.87454720178957,53.0946921312678,126.55120673994426,0.823976913361946,0.02022234808498638,0.3004951451778288,0.09991076424979783,0.09991076424979783,,,,
2400,116.14193470877363,53.67746528399777,127.94615772745193,0.8239931774566541,0.012673875069840648,0.2740101790341312,0.08107761744472176,0.08107761744472176,0.1925,0.8585,1.7569599449634552,2.1189293003082277
2500,116.85762121576715,54.450183943936416,128.9206196376038,0.8216168067356387,0.007156865069935208,0.2505832675994544,0.05352259606231182,0.05352259606231182,,,,
2600,117.2788275057845,55.2355442917213,129.63521409840138,0.8184520717592464,0.004212062900173521,0.22759929637135567,0.03376133893629421,0.03376133893629421,0.231,0.9205,1.74454665184021,2.041058014333248
2700,117.33212207088162,56.096988974173364,130.0526779487155,0.8139453608444751,0.0005329456509711861,0.20620948497935365,0.015449822943532957,0.015449822943532957,,,,
2800,117.22460175991306,56.912277743328296,130.30968734407637,0.8092526430142343,-0.001075203109685674,0.18735553423474063,-0.0019507227100992645,0.0019507227100992645,0.202,0.884,1.6055077731609344,1.9245952790975571
2900,116.84733240555678,57.73470980113488,130.33263523050385,0.8037689979866082,-0.003772693543562724,0.1611028397635542,-0.019737981042744036,0.019737981042744036,,,,
3000,116.30323760971959,58.55500804304861,130.2118736730055,0.7977786927436497,-0.005440947958371964,0.13971842587524944,-0.04231958448656363,0.04231958448656363,0.164,0.844,1.5211849629878997,1.7921007019281388
3100,115.67890632005918,59.331522003813824,130.00707238724712,0.7917250584254633,-0.006243312896604038,0.11652281757700304,-0.06233439349224601,0.06233439349224601,,,,
3200,115.04446884091524,60.02975348112646,129.7644061902139,0.7859959697465576,-0.006344374791439407,0.09739071699550601,-0.0796708005163218,0.0796708005163218,0.1425,0.7945,1.4605417251586914,1.6463075974583625
3300,114.4598008308893,60.559776916372634,129.49336888974634,0.7812875657861628,-0.005846680100259505,0.07809651154115284,-0.0944221176377614,0.0944221176377614,,,,
3400,113.95725295827884,60.942051447052854,129.2292116217524,0.7776112830667238,-0.005025478726104495,0.06060090967102414,-0.10664064234682592,0.10664064234682592,0.15,0.799,1.4197524428367614,1.5868599137663841
3500,113.5469921786994,61.22837639230401,129.0032306125393,0.7747295047908102,-0.004102607795794455,0.0456633167991212,-0.11588194006618385,0.11588194006618385,,,,
3600,113.17424126313412,61.48063583442233,128.79548698653048,0.7721361612210268,-0.0037275091556527684,0.03982910781725182,-0.12307232498789805,0.12307232498789805,0.1335,0.8685,1.3966750085353852,1.5232129755616188
3700,112.79654279533996,61.736804446439365,128.58651986054295,0.7694859465872872,-0.0037769846779416127,0.03934638865267967,-0.1276445985904829,0.1276445985904829,,,,
3800,112.42003189352664,61.989001421302106,128.37795709606726,0.7668430529911823,-0.003765109018133188,0.03874045538087279,-0.13104141096730298,0.13104141096730298,0.144,0.751,1.381461900472641,1.5090857011079788
3900,112.036943241693,62.25566008518935,128.1719308725175,0.7640761587423569,-0.003830886518336456,0.038571666897822425,-0.13393442269744874,0.13393442269744874,,,,
4000,111.65499857061968,62.522897749240485,127.9685564846813,0.7612894276588206,-0.003819446710733132,0.038183381061321915,-0.13599078489171465,0.13599078489171465,0.153,0.8565,1.3661872565746307,1.4921831461787223
