step,a_t,norm_r_t,norm_delta_t,backbone_frac,a_dot,r_dot,update_cos_vb,update_abs_cos_vb,probe_ood_acc,probe_in_acc,val_loss,train_loss
2200,125.2891623831281,62.680163425221195,140.0934584400252,0.799818229119912,0.02739268198598225,0.38516671302763456,0.11248708906312249,0.11248708906312249,0.1615,0.743,1.960793000459671,2.5678976249694823
2300,127.34329655928096,63.07378096118943,142.10776552790222,0.803001867272271,0.02054134176152857,0.35735721028703904,0.09163259716766589,0.09163259716766589,,,,
2400,128.7297042488135,63.62842018072453,143.5963530549879,0.8036569828813778,0.013864076895325468,0.33513387937349554,0.07014624712188816,0.07014624712188816,0.261,0.8505,1.8801100492477416,2.407959097623825
2500,129.57939787028727,64.09657892977027,144.56552764380805,0.8034196023856994,0.008496936214737617,0.30344718543561494,0.049514473584138026,0.049514473584138026,,,,
2600,129.87983160385124,64.74058981125609,145.1210344042505,0.8009819014076471,0.0030043373356397752,0.27469126642117314,0.027930742858576083,0.027930742858576083,0.144,0.733,1.7809979975223542,2.235858229100704
2700,129.80206468831767,65.38075347489067,145.33829131477816,0.797632977214639,-0.0007776691553357296,0.24766546684385227,0.0059721349596263285,0.0059721349596263285,,,,
2800,129.46155619938926,66.15675725084486,145.38573198054073,0.792935883091617,-0.003405084889284069,0.2242993311690036,-0.012417510608563928,0.012417510608563928,0.153,0.829,1.7329667329788208,2.1358145293593407
2900,128.90004280602295,66.71205147427408,145.1403419015777,0.7887326872549952,-0.005615133933663117,0.1882581311854647,-0.03069214756163023,0.03069214756163023,,,,
3000,128.15745376634948,67.27483836639705,144.74196638537816,0.7839688442051393,-0.007425890396734758,0.15629690372436097,-0.05182658427020508,0.05182658427020508,0.151,0.796,1.641225004196167,1.9603169137239456
3100,127.3691040344564,67.85109391690541,144.31444698391195,0.7789481831304554,-0.007883497318930779,0.1332102444219363,-0.0716199968729193,0.0716199968729193,,,,
3200,126.59374098502084,68.37029365803787,143.87658708585917,0.7741840386752394,-0.007753630494355548,0.10946339063411888,-0.08782425181209118,0.08782425181209118,0.1215,0.801,1.6037246763706208,1.8456846165657044
3300,125.888622514313,68.76712355866272,143.44637521072534,0.770182783283698,-0.007051184707078448,0.08570048959104243,-0.10272778805717904,0.10272778805717904,,,,
3400,125.2726966230904,69.09287129724349,143.06317969109932,0.7667558632004696,-0.006159258912226022,0.06624091659630277,-0.11579093736726057,0.11579093736726057,0.116,0.7745,1.5291387617588044,1.7337707915902139
3500,124.78491371650307,69.32740434296448,142.75000414772796,0.7641381929934328,-0.0048778290658732714,0.049391709338090985,-0.12617417388036187,0.12617417388036187,,,,
3600,124.33983503928263,69.54889358021657,142.46909551139052,0.7616917285426016,-0.004450786772204367,0.0433172699142387,-0.13291684350989458,0.13291684350989458,0.1,0.764,1.5058360874652863,1.6653686112165451
3700,123.89058279525906,69.76891581381905,142.18501369410902,0.7592222786098728,-0.004492522440235689,0.042058522929281195,-0.1389863348974839,0.1389863348974839,,,,
3800,123.43220311602236,70.00224690528592,141.9007517170857,0.7566369902251838,-0.004583796792366996,0.04198769212004257,-0.1435375981419121,0.1435375981419121,0.0975,0.7185,1.4853809952735901,1.6476059073209763
3900,122.9711535420941,70.24644981045113,141.6208611555877,0.7539664693897419,-0.00461049573928264,0.041076967853290486,-0.14729227254985372,0.14729227254985372,,,,
4000,122.50737114613844,70.49798711677113,141.3436315249544,0.7512283175696307,-0.004637823959556613,0.04097267899351998,-0.15026253431180667,0.15026253431180667,0.125,0.7865,1.4688608825206757,1.6126281642913818
