step,a_t,norm_r_t,norm_delta_t,backbone_frac,a_dot,r_dot,update_cos_vb,update_abs_cos_vb,probe_ood_acc,probe_in_acc,val_loss,train_loss
2400,112.60572708824594,49.1215666357513,122.85348217218454,0.840129078855326,0.012338937253896915,0.24792102170140584,0.08393253403237481,0.08393253403237481,0.6485,0.943,1.461202710866928,1.6833488300442696
2500,113.2969715726301,50.24424447787038,123.93824216394347,0.8356529261963433,0.00691244484384157,0.22754985490546598,0.05776840144003641,0.05776840144003641,,,,
2600,113.60565514054142,51.26065544895347,124.63506600060396,0.8308438414239203,0.0030868356791131646,0.20972688381980112,0.0329114276556636,0.0329114276556636,0.4275,0.838,1.4088984310626984,1.6249854844808578
2700,113.65077608894293,52.29955569965548,125.10692399705398,0.8252435127738507,0.00045120948401518036,0.19081449936986808,0.012708460312669772,0.012708460312669772,,,,
2800,113.4522993739491,53.30023446187652,125.3488700664414,0.8191921042012873,-0.0019847671499383067,0.16922866558323083,-0.006093386645104329,0.006093386645104329,0.481,0.9205,1.3593895316123963,1.546614896953106
2900,113.08835659819381,54.167729675206985,125.39186311819545,0.8133867157385962,-0.0036394277575529086,0.14997399944847734,-0.02516709501487346,0.02516709501487346,,,,
3000,112.58418910232393,54.92946556008264,125.26949278477066,0.8077262001829322,-0.005041674958698792,0.1304246204504861,-0.04425231284032902,0.04425231284032902,0.618,0.9295,1.3098421156406403,1.4789263993501662
3100,112.0483318743176,55.53614720788129,125.0563565858176,0.8027849965268873,-0.005358572280063356,0.11186492927137762,-0.06098486710131833,0.06098486710131833,,,,
3200,111.53175605687417,56.07678368104089,124.83564505841183,0.7982149561879024,-0.005165758174434245,0.09285791104306403,-0.07310439457500918,0.07310439457500918,0.361,0.8505,1.276003861427307,1.4118019765615464
3300,111.04003988287923,56.47559567874512,124.5768171228763,0.7944832708638494,-0.0049171617399494496,0.07482287832512276,-0.08549666618831044,0.08549666618831044,,,,
3400,110.60522133287687,56.754052237709956,124.3162798329588,0.791580792392707,-0.004348185500023618,0.0584860964885326,-0.09828005026311495,0.09828005026311495,0.3615,0.9055,1.2443252503871918,1.3521670666337013
3500,110.25782817651944,56.94166048015463,124.09327690267867,0.7894458775445855,-0.0034739315635742684,0.044498490122479695,-0.10668956414999853,0.10668956414999853,,,,
3600,109.94249742028077,57.10028589481425,123.88621952534955,0.7875628019015838,-0.003153307562386658,0.038775104886336155,-0.11140473314655251,0.11140473314655251,0.2955,0.8805,1.228739157319069,1.3188102388381957
3700,109.62316305706449,57.26722325144907,123.68012264537036,0.7856060938342568,-0.0031933436321628507,0.03849296303896677,-0.1154332335592926,0.1154332335592926,,,,
3800,109.30606397950922,57.43679553478107,123.47793772169881,0.7836276961437589,-0.0031709907755526957,0.038173965348636915,-0.11709102187958077,0.11709102187958077,0.2405,0.8865,1.2203890830278397,1.311338371038437
3900,108.98413424693594,57.609058374197886,123.27345669009236,0.7816051438936019,-0.0032192973257328104,0.037899984268565015,-0.11868024063535804,0.11868024063535804,,,,
4000,108.66493932216221,57.78670552023668,123.07466178210761,0.7795457025344071,-0.0031919492477372555,0.037811319192975555,-0.12016087241590125,0.12016087241590125,0.221,0.843,1.2134130656719209,1.3066754779219627
