step,a_t,norm_r_t,norm_delta_t,backbone_frac,a_dot,r_dot,probe_ood_acc,probe_in_acc,val_loss,train_loss,lr,cur_lambda
2800,107.1352103073647,90.38723693847547,140.17063133547214,0.5841849900419748,0.02992229098381138,0.23270466743824764,0.7085,0.8385,2.398467552661896,3.431619292497635,0.0009433868429600309,2.0
3000,112.16191865148501,88.37018443800721,142.7921058504068,0.6169961620741016,0.025133541720601543,0.22749596193061852,0.608,0.8585,2.3424471378326417,3.351788075566292,0.0009251085678648072,2.0
3200,116.98573487615577,86.13584991182704,145.27576124239698,0.6484544806391331,0.024119081123353824,0.22729370492514922,0.582,0.8155,2.3183204412460325,3.1826425296068193,0.0009045084971874737,2.0
3400,120.92928047971685,82.97204945247628,146.65691892198498,0.6799200124353418,0.019717728017805386,0.2188861540410038,0.5955,0.867,2.272426611185074,3.1302529042959213,0.0008816991413705516,2.0
3600,124.374819400319,79.87375773760837,147.8137776934163,0.7080029925816107,0.017227694603010733,0.21383923608538452,0.6725,0.871,2.213365787267685,2.9374241453409193,0.0008568050772058762,2.0
3800,127.57508867946542,76.4412080446308,148.72343977631482,0.7358222477861336,0.016001346395732127,0.2089870121283029,0.677,0.878,2.206737756729126,2.766761626601219,0.0008299622674393614,2.0
4000,130.23037299436265,72.75815376297427,149.17673742661165,0.7621182464292761,0.01327642157448615,0.19844777047178805,0.6415,0.8875,2.180975925922394,2.7009254026412965,0.0008013173181896282,4.0
4200,131.8497899851347,70.07439740670915,149.3143941187282,0.7797502668418892,0.00809708495386019,0.19730865025334343,0.679,0.899,2.125651127099991,3.1020442843437195,0.0007710266782362247,4.0
4400,133.6156954317307,66.82287575563011,149.39361027154882,0.7999280162281858,0.008829527232980042,0.1892133501903411,0.5935,0.913,2.1075478196144104,2.9472430986166,0.0007392557845506433,4.0
4600,135.07260837802176,63.46835815601084,149.24088588944386,0.8191415139920804,0.007284564731455276,0.1796589750771902,0.6905,0.9385,2.181337946653366,2.7704313892126082,0.0007061781587369518,4.0
4800,136.021354086466,60.225141261948444,148.75777763714436,0.8360934566569259,0.004743728542221248,0.1675521634958964,0.4725,0.902,2.2080598533153535,2.6962494426965713,0.0006719744593169641,4.0
5000,137.17314729728741,56.98723067151614,148.53961356843254,0.8528126365569834,0.005758966054107049,0.16114543226469386,0.777,0.952,1.8965658307075501,2.460299171209335,0.0006368314950360416,4.0
5200,137.99734057219987,53.5440067081865,148.02103451664192,0.8691496578767611,0.004120966374562301,0.14948015091996136,0.5795,0.952,1.7868545055389404,2.284664138555527,0.0006009412045785051,4.0
5400,138.4586352091708,50.7088528695436,147.45230219747492,0.8817327613415362,0.002306473184854667,0.13591142167187834,0.4445,0.928,1.7633349537849425,2.190184656083584,0.0005644996082651017,4.0
5600,139.07749225116703,48.06684387807591,147.14948294602152,0.8932977118123029,0.0030942852099811093,0.13151294049129708,0.6825,0.9505,1.6525271534919739,2.0202884486317636,0.000527705737457985,4.0
5800,139.25364298534691,45.973247335224976,146.64622925679828,0.9017192273699979,0.0008807536708994234,0.11964220120127861,0.3445,0.9275,1.5855094075202942,1.918640647828579,0.0004907605475204352,4.0
6000,139.20805784672453,44.40055547690483,146.11739354410304,0.9076635924985077,-0.0002279256931119278,0.11126833008542394,0.5735,0.961,1.5407066583633422,1.797754340171814,0.00045386582026834903,4.0
6200,139.06404070843297,43.23593558299524,145.6301944786973,0.9118571957772401,-0.0007200856914577969,0.10162597661275234,0.4345,0.9565,1.4879124641418457,1.6885268127918243,0.000417223061907935,4.0
6400,138.51018734372119,42.91052034464977,145.00477493602526,0.9124284665302412,-0.0027692668235589223,0.09249886659587218,0.7135,0.9635,1.4597513794898986,1.6622265464067458,0.00038103240247869074,4.0
6600,137.83898667208666,42.88704773386051,144.356797935244,0.911737175304247,-0.0033560033581726146,0.08281731597712366,0.607,0.9615,1.4180367410182952,1.6273721545934676,0.00034549150281252633,4.0
6800,137.18896270715587,43.05523425752582,143.78652470115225,0.9103365306521946,-0.0032501198246539784,0.0741725803284634,0.3715,0.9455,1.3868815124034881,1.5450007611513137,0.00031079447497884486,4.0
7000,136.40899291150353,43.44576179125958,143.16056567628976,0.9079024617330269,-0.003899848978261673,0.06634524103021695,0.445,0.971,1.3637397050857545,1.5391064152121543,0.0002771308221117309,4.0
7200,135.63848795210535,44.01798002945613,142.60218083821806,0.904718654028452,-0.003852524796990906,0.05955253341941285,0.254,0.9425,1.3431145787239074,1.4862629106640817,0.0002446844034095466,4.0
7400,134.82519029979784,44.64231199496747,142.02382884443097,0.9011968198610988,-0.004066488261537557,0.05235974683735762,0.211,0.9475,1.3174891829490663,1.4444347661733627,0.00021363242995974742,4.0
7600,134.05363290241118,45.21029751432612,141.4720732005689,0.8978747120396904,-0.0038577869869332914,0.04597940362109063,0.144,0.7895,1.2986510217189788,1.4284365341067313,0.0001841444968733746,4.0
7800,133.3102228154093,45.72933055237276,140.93540073333287,0.8947191220529783,-0.0037170504350093835,0.0395342323804225,0.316,0.96,1.2840481758117677,1.4172968983650207,0.00015638165701536866,4.0
8000,132.65641632942894,46.297041347315236,140.50317018093435,0.8914239022006457,-0.0032690324299018414,0.03304863662590319,0.2805,0.914,1.2722950398921966,1.364057896733284,0.0001304955413896705,4.0
8200,132.07408833098714,46.71879828256482,140.09357915848227,0.8887892257089288,-0.0029116399922089896,0.027945655366748104,0.2085,0.9535,1.2600413471460343,1.3632118627429008,0.00010662753098325839,4.0
8400,131.55420934292434,47.08581783229061,139.72682003389124,0.8864412285135437,-0.0025993949403139995,0.024278005935389518,0.1475,0.8385,1.2538033962249755,1.3426463016867638,0.0001,4.0
8600,131.034185667408,47.453296794788706,139.36202205127432,0.8840571684858798,-0.0026001183775817083,0.02361518167618321,0.1355,0.8235,1.2450812578201294,1.3372178837656974,0.0001,4.0
8800,130.5180711545265,47.820637451047254,139.00280667719596,0.8816458248164482,-0.002580572564407504,0.023467906419099814,0.1635,0.8705,1.2407054275274276,1.3348427388072013,0.0001,4.0
9000,129.99777693878394,48.1824906262058,138.63972883693629,0.8792177569568732,-0.0026014710787127626,0.023466756846761472,0.187,0.8755,1.2372031599283217,1.3501044565439224,0.0001,4.0
9200,129.48013388234187,48.574373405075555,138.29162961613463,0.876626289804006,-0.002588215282210342,0.0233795960800652,0.208,0.886,1.2309669941663741,1.3256939068436622,0.0001,4.0
9400,128.95035139265246,48.994265796836345,137.9443047220969,0.8738512478863804,-0.0026489124484470493,0.02317226438677638,0.1575,0.8355,1.2261361062526703,1.3293586003780364,0.0001,4.0
9600,128.43689496563664,49.4714349006523,137.63523843680383,0.8708038014975663,-0.002567282135079125,0.022391797710856247,0.2665,0.8585,1.224244385957718,1.2959192776679993,0.0001,4.0
9800,127.9185216564414,49.921762112554426,137.3147133966448,0.8678261125985653,-0.0025918665459762026,0.022571805252424894,0.135,0.8645,1.220677265524864,1.297052600979805,0.0001,4.0
10000,127.40531659651617,50.351662112747825,136.99417715575555,0.8649099364033713,-0.0025660252996261334,0.02250513287429133,0.166,0.901,1.2159297734498977,1.2949712148308754,0.0001,4.0
